S. No.,Emp ID,BU,Current Grade,Current Band Equivalence,Designation,Unique Job,Hay Score,Job Family/ Function mapping (as per finalised list) ,Sub Job Family,Department Group,Department,AA Emp. Code,Functional Emp. Code,Current CTC (in lakhs)
328,AB339,HO,M7,L8,Executive,Piloting & Process Officer -R&D,208,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB408,AB408,3.10
329,AB340,HO,M8,L8,Assistant Officer,Piloting & Process Officer -R&D,208,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB408,AB408,2.15
330,AB341,HO,M8,L8,Assistant Officer,Piloting & Process Officer -R&D,208,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB408,AB408,3.00
331,AB342,HO,M8,L8,Assistant Officer,Piloting & Process Officer -R&D,208,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB408,AB408,2.50
332,AB343,HO,M7,L8,Officer,Piloting & Process Officer -R&D,208,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB408,AB408,5.20
333,AB344,HO,M8,L8,Assistant Officer,Piloting & Process Officer -R&D,208,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB408,AB408,2.16
339,AB350,HO,M7,L8,Executive,Synthesis Researcher- R&D,245,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB346,AB405,4.51
366,AB377,HO,M7,L8,Executive,Synthesis Researcher- R&D,245,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB354,AB354,6.68
368,AB379,HO,M7,L8,Executive,Synthesis Researcher- R&D,245,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB356,AB356,3.34
369,AB380,HO,M7,L8,Executive,Synthesis Researcher- R&D,245,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB354,AB354,6.02
370,AB381,HO,M7,L8,Executive,Synthesis Researcher- R&D,245,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB356,AB356,4.21
380,AB391,HO,M7,L8,Executive,Piloting & Process Officer -R&D,208,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB358,AB358,9.09
382,AB393,HO,M7,L8,Executive,Piloting & Process Officer -R&D,208,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB408,AB408,4.35
384,AB395,HO,M7,L8,Executive,Outsourcing Executive,211,Innovation & Technology,Process Engineering,Innovation & Technology,Innovation & Technology,AB622,AB019,5.42
390,AB401,BU-B,M8,L8,Officer,Human Resource Executive,240,HR & Admin.,HR Operations & IR,HR & Admin.,HR & Admin.,AB312,AB312,4.31
407,AB418,HO,M7,L8,Executive,Engineer- Process Engineering,247,Innovation & Technology,Process Engineering,Innovation & Technology,Process Engineering,AB403,AB403,3.80
418,AB429,HO,M7,L8,Executive,Analytical Chemist,245,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB361,AB361,3.28
423,AB434,BU-A,M7,L8,Officer ,IT Infrastructure Engineer,323,IT Services,IT Infrastructure,IT Services,IT Services,AB577,AB441,4.54
439,AB450,HO,M7,L8,Executive,IT Commercial Executive,240,IT Services,IT Infrastructure,IT Services,IT Services,AB436,AB436,3.80
451,AB462,BU-A,M7,L8,Executive,Sales Executive,240,Marketing & Product Management,Sales & Marketing,Marketing/ BD/ Product Management,Sales & Marketing,AB461,AB480,9.63
464,AB475,BU-B,M7,L8,Executive,Product Executive,240,Marketing & Product Management,Product Management,Marketing/ BD/ Product Management,Product Management,AB590,AB590,3.29
478,AB489,BU-A,M7,L8,Executive,Customer Support Executive,252,Marketing & Product Management,Sales & Marketing,Marketing/ BD/ Product Management,Sales & Marketing,AB480,AB480,4.30
496,AB507,BU-A,M7,L8,Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB498,AB498,5.94
497,AB508,BU-A,M7,L8,Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB498,AB498,6.54
498,AB509,BU-A,M7,L8,Executive,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB498,AB498,6.88
499,AB510,BU-A,M7,L8,Executive ,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB498,AB498,5.46
500,AB511,BU-A,M7,L8,Executive,Executive- Safety & Health,240,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB521,AB521,6.68
501,AB512,BU-A,M7,L8,Executive,Executive- Safety & Health,240,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB521,AB521,6.30
503,AB514,BU-A,M7,L8,Executive ,Technical Services Executive,247,Operational Excellence,Technical Services,Operational Excellence,Technical Services,AB497,AB497,5.46
511,AB522,BU-A,M7,L8,SHE,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB498,AB498,4.10
515,AB526,BU-C,M7,L8,Executive,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,7.26
518,AB529,BU-C,M7,L8,Executive,Executive- Environment,240,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,8.46
519,AB530,BU-C,M7,L8,Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,3.72
520,AB531,BU-C,M7,L8,Executive,Shift Officer - Safety & Health ,160,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB534,AB534,7.56
521,AB532,BU-C,M8,L8,Assistant Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,4.24
522,AB533,BU-C,M8,L8,Officer,Shift Officer - Safety & Health ,160,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB534,AB534,4.71
524,AB535,BU-C,M8,L8,Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,3.02
525,AB536,BU-C,M8,L8,Assistant Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,3.38
526,AB537,BU-C,M8,L8,Assistant Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,4.02
529,AB540,BU-C,M8,L8,Assistant Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,4.21
530,AB541,BU-C,M7,L8,Executive,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB539,AB966,4.51
531,AB542,BU-C,M8,L8,Officer,Shift Officer - Safety & Health ,160,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB534,AB534,3.70
533,AB544,BU-B,M7,L8,Executive,Shift Officer - Safety & Health ,160,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB545,AB545,5.94
535,AB546,BU-B,M7,L8,Executive,Shift Officer - Safety & Health ,160,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB545,AB545,5.53
536,AB547,BU-B,M8,L8,Officer,Shift Officer - Safety & Health ,160,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB545,AB545,4.30
538,AB549,BU-C,M7,L8,Executive,Shift Officer - Safety & Health ,160,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB548,AB991,4.00
544,AB555,BU-B,M7,L8,Executive,Executive- Environment,240,Operational Excellence,Environment,Operational Excellence,Environment,AB259,AB259,3.52
546,AB557,BU-B,M8,L8,Executive,Executive- Environment,240,Operational Excellence,Environment,Operational Excellence,Environment,AB259,AB259,5.18
547,AB558,BU-B,M7,L8,Executive,Executive- Safety & Health,240,Operational Excellence,Safety & Health,Operational Excellence,Safety & Health,AB1209,AB1209,2.97
548,AB559,BU-B,M8,L8,Officer,Shift Officer - Environment ,160,Operational Excellence,Environment,Operational Excellence,Environment,AB259,AB259,7.53
549,AB560,BU-B,M7,L8,Executive,Executive- Environment,240,Operational Excellence,Environment,Operational Excellence,Environment,AB259,AB259,3.28
550,AB561,BU-B,M8,L8,OFFICER ,Shift Officer - Fire ,160,Operational Excellence,Fire,Operational Excellence,"Safety, Health, Environment",AB1209,AB1209,7.28
551,AB562,BU-B,M7,L8,Executive,Executive- Environment,240,Operational Excellence,Environment,Operational Excellence,Environment,AB259,AB259,3.46
578,AB589,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,6.85
604,AB615,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB622,AB019,6.24
605,AB616,BU-A,M7,L8,Officer ,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,6.08
607,AB618,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,5.69
608,AB619,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,5.88
609,AB620,BU-A,M7,L8,Officer ,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,5.76
610,AB621,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,4.78
612,AB623,BU-A,M7,L8,Officer,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB622,AB019,5.47
613,AB624,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,4.58
614,AB625,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,3.57
615,AB626,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,4.56
616,AB627,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.26
617,AB628,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,5.19
618,AB629,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,5.18
619,AB630,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB579,AB019,7.40
620,AB631,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB579,AB019,5.71
621,AB632,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,5.71
622,AB633,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,3.80
623,AB634,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,5.75
624,AB635,BU-A,M7,L8,Officer,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB579,AB019,4.65
625,AB636,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,5.13
626,AB637,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB579,AB019,4.48
627,AB638,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,5.38
628,AB639,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB586,AB019,7.40
629,AB640,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,7.27
630,AB641,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,6.50
631,AB642,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,4.11
632,AB643,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB586,AB019,5.05
633,AB644,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,4.34
634,AB645,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB586,AB019,3.78
635,AB646,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB586,AB019,6.26
636,AB647,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,6.07
637,AB648,BU-A,M7,L8,Officer ,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,4.80
638,AB649,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB586,AB019,3.24
639,AB650,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,5.48
640,AB651,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,3.56
641,AB652,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,5.61
642,AB653,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,4.09
643,AB654,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,5.48
644,AB655,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,6.44
645,AB656,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB586,AB019,4.89
646,AB657,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,4.33
647,AB658,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,4.55
648,AB659,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.33
649,AB660,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,3.33
650,AB661,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,2.92
651,AB662,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,4.07
653,AB664,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB582,AB019,6.70
654,AB665,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB582,AB019,6.29
655,AB666,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB586,AB019,4.01
656,AB667,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB582,AB019,6.44
657,AB668,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB582,AB019,6.87
658,AB669,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB582,AB019,6.62
659,AB670,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,5.49
660,AB671,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB582,AB019,5.62
661,AB672,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB586,AB019,6.28
662,AB673,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB582,AB019,4.80
663,AB674,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,6.00
664,AB675,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,4.65
665,AB676,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,4.59
666,AB677,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,5.04
667,AB678,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB582,AB019,5.34
668,AB679,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,4.36
669,AB680,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,4.63
670,AB681,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.40
671,AB682,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.60
672,AB683,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,2.94
673,AB684,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,4.55
674,AB685,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,3.26
675,AB686,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,4.08
676,AB687,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,4.10
677,AB688,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.83
678,AB689,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.83
679,AB690,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,3.97
680,AB691,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,2.63
681,AB692,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,3.51
683,AB694,BU-A,M7,L8,Executive ,Panel Officer,211,Operations,Operations,Operations,Operations,AB622,AB019,5.01
684,AB695,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.71
685,AB696,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,4.67
686,AB697,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,2.74
687,AB698,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB586,AB019,5.03
688,AB699,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB586,AB019,5.43
689,AB700,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB867,AB020,5.72
690,AB701,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB867,AB020,6.02
693,AB704,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB867,AB020,4.44
694,AB705,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,5.14
695,AB706,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB867,AB020,5.51
696,AB707,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.55
697,AB708,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.06
698,AB709,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,4.73
699,AB710,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,3.19
700,AB711,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,8.51
701,AB712,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,8.10
702,AB713,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,8.45
703,AB714,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,9.05
704,AB715,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB590,AB020,6.14
705,AB716,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,6.22
706,AB717,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,6.28
707,AB718,BU-A,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB590,AB020,4.30
708,AB719,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,4.99
709,AB720,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB867,AB020,4.21
710,AB721,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB867,AB020,5.52
712,AB723,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB590,AB020,5.18
713,AB724,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,4.36
714,AB725,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,5.03
715,AB726,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB590,AB020,5.09
716,AB727,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,4.22
718,AB729,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,5.76
719,AB730,BU-A,M7,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,6.19
720,AB731,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,5.20
721,AB732,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,5.15
722,AB733,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,5.41
723,AB734,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,6.19
724,AB735,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,5.47
725,AB736,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,5.16
726,AB737,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB590,AB020,4.85
727,AB738,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,5.38
729,AB740,BU-A,M7,L8,Executive ,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB867,AB020,5.92
730,AB741,BU-A,M7,L8,Executive ,Panel Officer,211,Operations,Operations,Operations,Operations,AB867,AB020,4.30
731,AB742,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,3.38
732,AB743,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,9.94
733,AB744,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.81
734,AB745,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.88
735,AB746,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,5.68
736,AB747,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.55
737,AB748,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.42
738,AB749,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.53
740,AB751,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,6.15
741,AB752,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.80
742,AB753,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.16
743,AB754,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.03
744,AB755,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.77
745,AB756,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.73
746,AB757,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,3.74
747,AB758,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.27
748,AB759,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.26
749,AB760,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.90
750,AB761,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,7.16
751,AB762,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,9.49
753,AB764,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,3.22
754,AB765,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,3.83
755,AB766,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,5.56
756,AB767,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.78
757,AB768,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.78
758,AB769,BU-A,M7,L8,Officer ,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB021,AB021,5.92
759,AB770,BU-A,M7,L8,Officer ,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB021,AB021,5.94
760,AB771,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.50
761,AB772,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,5.39
762,AB773,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,6.47
763,AB774,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.69
764,AB775,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.74
765,AB776,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.22
766,AB777,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,6.14
767,AB778,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.36
768,AB779,BU-A,M7,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.87
769,AB780,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.02
770,AB781,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.26
771,AB782,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.7
772,AB783,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.3
773,AB784,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.3
774,AB785,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.6
775,AB786,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.8
776,AB787,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.7
777,AB788,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.4
778,AB789,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.0
779,AB790,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,3.7
